ID,url,role,topic,title,sap_module,description,lastUpdated,sapHelpLink
947ed276-f4b9-4487-8367-0a9688c50da5,https://learning.sap.com/learning-journeys/discover-sap-ai,Developer,AI,Discover SAP AI,AI,"SAP AI Core, AI Launchpad, and building AI-powered applications",2026-02-15T00:00:00Z,https://help.sap.com/docs/ai
3082abe0-ae6a-4bf1-b642-4065ba793c0c,https://learning.sap.com/courses/introduction-to-sap-business-ai,Developer,AI,Introduction to SAP Business AI,AI,"SAP AI strategy, Joule copilot, and embedded AI capabilities",2026-02-15T00:00:00Z,https://help.sap.com/docs/ai
526641a2-7898-43b7-8e28-849df65006b7,https://learning.sap.com/learning-journeys/discover-sap-analytics-cloud,Consultant,Analytics,Discover SAP Analytics Cloud,ANALYTICS,Complete learning journey for SAP Analytics Cloud,2026-02-15T00:00:00Z,https://help.sap.com/docs/sac
99999999-aaaa-4bbb-accc-dddddddddddd,https://learning.sap.com/analytics-cloud,Consultant,Analytics,SAP Analytics Cloud,ANALYTICS,Business intelligence and planning with SAC,2026-02-03T00:00:00Z,https://help.sap.com/docs/sac
6620eca7-b1eb-4454-b616-facec22c9734,https://learning.sap.com/courses/sap-analytics-cloud-getting-started,Consultant,Analytics,SAP Analytics Cloud - Getting Started,ANALYTICS,"Business intelligence, planning, and predictive analytics with SAC",2026-02-15T00:00:00Z,https://help.sap.com/docs/sac
aaaaaaaa-bbbb-4ccc-addd-eeeeeeeeeeee,https://learning.sap.com/bw4hana,Consultant,Analytics,SAP BW/4HANA,ANALYTICS,Data warehousing and analytics with BW/4HANA,2026-02-03T00:00:00Z,https://help.sap.com/docs/bw4hana
fb3ef064-6ab5-4758-a709-52150f576a61,https://learning.sap.com/courses/sap-datasphere-fundamentals,Consultant,Analytics,SAP Datasphere Fundamentals,ANALYTICS,"Data integration, modeling, and consumption in SAP Datasphere",2026-02-15T00:00:00Z,https://help.sap.com/docs/datasphere
56ed789e-94d3-4c0b-97aa-75d4f3d5adf2,https://learning.sap.com/learning-journeys/discover-sap-s-4hana-cloud-public-edition-for-asset-management,Consultant,Asset Management,Discover SAP S/4HANA Cloud for Asset Management,PM,End-to-end asset management and maintenance learning journey,2026-02-15T00:00:00Z,https://help.sap.com/docs/pm
f6dd4cce-cc55-40fe-9dfb-65244375a3ae,https://learning.sap.com/courses/plant-maintenance-in-sap-s-4hana-cloud,Consultant,Asset Management,Plant Maintenance in SAP S/4HANA Cloud,PM,"Preventive and corrective maintenance, work orders, and notifications",2026-02-15T00:00:00Z,https://help.sap.com/docs/pm
33333333-4444-4555-a666-777777777777,https://learning.sap.com/pm-maintenance,Consultant,Asset Management,SAP PM Plant Maintenance,PM,Preventive and corrective maintenance management,2026-01-31T00:00:00Z,https://help.sap.com/docs/pm
05ad645d-c6f5-4725-b537-d97fc9b28f48,https://learning.sap.com/learning-journeys/discover-sap-cloud-alm,Admin,Basis,Discover SAP Cloud ALM,BASIS,"Application lifecycle management in the cloud: monitoring, testing, deploying",2026-02-15T00:00:00Z,https://help.sap.com/docs/cloud-alm
bbbbbbbb-cccc-4ddd-aeee-ffffffffffff,https://learning.sap.com/s4hana-migration,Admin,Basis,S/4HANA Migration,BASIS,System conversion and migration strategies to S/4HANA,2026-02-04T00:00:00Z,https://help.sap.com/docs/s4hana
55555555-5555-4555-a555-555555555555,https://learning.sap.com/basis-administration,Admin,Basis,SAP Basis Administration,BASIS,System administration and monitoring for S/4HANA systems,2026-02-03T00:00:00Z,https://help.sap.com/docs/basis
cc2e2eca-da33-4c8c-9a5f-18ec2ccfa350,https://learning.sap.com/courses/sap-s4hana-migration,Admin,Basis,SAP S/4HANA Migration and Conversion,BASIS,"System conversion strategies, migration cockpit, and data migration",2026-02-15T00:00:00Z,https://help.sap.com/docs/s4hana
5a6b42cd-95db-4a63-9564-b640665b2419,https://learning.sap.com/courses/sap-s4hana-system-administration,Admin,Basis,SAP S/4HANA System Administration,BASIS,"System monitoring, transport management, and background job scheduling",2026-02-15T00:00:00Z,https://help.sap.com/docs/basis
dddddddd-eeee-4fff-a111-222222222222,https://learning.sap.com/solution-manager,Admin,Basis,SAP Solution Manager,BASIS,IT service management and application lifecycle management,2026-02-05T00:00:00Z,https://help.sap.com/docs/solution-manager
abc743f6-9d4a-460e-bcb6-cc2e2c60cf49,https://learning.sap.com/courses/sap-solution-manager-overview,Admin,Basis,SAP Solution Manager Overview,BASIS,"IT service management, change management, and application lifecycle",2026-02-15T00:00:00Z,https://help.sap.com/docs/solution-manager
cccccccc-dddd-4eee-afff-111111111111,https://learning.sap.com/transport-management,Admin,Basis,Transport Management,BASIS,Change and transport system configuration and management,2026-02-04T00:00:00Z,https://help.sap.com/docs/transports
0374282d-3065-48d6-9be1-bebca362d510,https://learning.sap.com/courses/administrating-sap-business-technology-platform,Developer,BTP,Administrating SAP Business Technology Platform,BTP,"BTP cockpit administration, subaccounts, entitlements, and security",2026-02-15T00:00:00Z,https://help.sap.com/docs/btp
10101010-1010-4010-a010-101010101010,https://learning.sap.com/cap-nodejs,Developer,BTP,CAP Node.js Development,BTP,Build cloud applications with SAP Cloud Application Programming Model,2026-01-29T00:00:00Z,https://help.sap.com/docs/cap
cba1dc0e-ce3b-48d9-85ef-6c1587c7fa68,https://learning.sap.com/learning-journeys/developing-applications-running-on-sap-btp-using-sap-hana-cloud,Developer,BTP,Developing Applications on SAP BTP Using SAP HANA Cloud,BTP,"Full-stack development with CAP, HANA Cloud, and BTP",2026-02-15T00:00:00Z,https://help.sap.com/docs/btp
08f9402d-85ef-4e2e-be14-1d88e88d1fdd,https://learning.sap.com/learning-journeys/discover-sap-business-technology-platform,Developer,BTP,Discover SAP Business Technology Platform,BTP,"Comprehensive introduction to SAP BTP services, architecture, and capabilities",2026-02-15T00:00:00Z,https://help.sap.com/docs/btp
f74bbf24-f19f-4a19-a935-a82dfe902e91,https://learning.sap.com/courses/introduction-to-sap-fiori,Developer,BTP,Introduction to SAP Fiori,UI_UX,"SAP Fiori design principles, launchpad, and app types",2026-02-15T00:00:00Z,https://help.sap.com/docs/fiori
ffffffff-ffff-4fff-afff-ffffffffffff,https://learning.sap.com/btp-fundamentals,Developer,BTP,SAP BTP Cloud Platform,BTP,SAP Business Technology Platform fundamentals and architecture,2026-01-29T00:00:00Z,https://help.sap.com/docs/btp
801060bf-cd45-47c4-b8a1-bba6221210a1,https://learning.sap.com/courses/sap-cloud-application-programming-model,Developer,BTP,SAP Cloud Application Programming Model (CAP),BTP,"Build cloud-native apps with CDS, Node.js/Java, and SAP HANA",2026-02-15T00:00:00Z,https://help.sap.com/docs/cap
982704c0-28c4-4cb7-814c-10600aa08555,https://learning.sap.com/courses/sap-cloud-connector,Developer,BTP,SAP Cloud Connector,BTP,Securely connect on-premise SAP systems to SAP BTP cloud services,2026-02-15T00:00:00Z,https://help.sap.com/docs/cloud-connector
eeeeeeee-ffff-4111-a222-333333333333,https://learning.sap.com/cloud-connector,Developer,BTP,SAP Cloud Connector,BTP,Connect on-premise systems to SAP BTP securely,2026-02-05T00:00:00Z,https://help.sap.com/docs/cloud-connector
423da5f5-a8cf-43e2-814a-843e91b35668,https://learning.sap.com/courses/sap-hana-cloud-getting-started,Admin,BTP,SAP HANA Cloud - Getting Started,HANA,Provision and configure SAP HANA Cloud instances on BTP,2026-02-15T00:00:00Z,https://help.sap.com/docs/hana-cloud
66666666-6666-4666-a666-666666666666,https://learning.sap.com/hana-database,Admin,BTP,SAP HANA Database Administration,HANA,Manage and optimize SAP HANA database performance,2026-02-03T00:00:00Z,https://help.sap.com/docs/hana
4d34cec1-00f1-40b4-b516-cb35d3e47095,https://learning.sap.com/courses/security-in-sap-btp,Developer,BTP,Security in SAP BTP,BTP,"Identity authentication, authorization, and trust configuration",2026-02-15T00:00:00Z,https://help.sap.com/docs/btp
bf889c95-8c96-419f-8d4b-5c5a9c608cba,https://learning.sap.com/learning-journeys/discover-sap-s-4hana-cloud,Admin,Cross-Functional,Discover SAP S/4HANA Cloud,BASIS,Comprehensive overview of SAP S/4HANA Cloud Public Edition capabilities,2026-02-15T00:00:00Z,https://help.sap.com/docs/s4hana
a6ada268-466c-4788-af23-8430191670c2,https://learning.sap.com/courses/fit-to-standard-workshops,Admin,Cross-Functional,Fit-to-Standard Workshops,BASIS,Best practice configuration and gap analysis workshops,2026-02-15T00:00:00Z,https://help.sap.com/docs/activate
ea34556d-ac04-47e6-ac18-ad7e48564e6c,https://learning.sap.com/courses/master-data-governance-in-sap-s-4hana,Admin,Cross-Functional,Master Data Governance in SAP S/4HANA,BASIS,"Central governance of business partner, material, and financial master data",2026-02-15T00:00:00Z,https://help.sap.com/docs/mdg
23845edc-5155-41d8-a849-fba07ef3bddd,https://learning.sap.com/courses/sap-activate-methodology,Admin,Cross-Functional,SAP Activate Methodology,BASIS,"Implementation methodology: Discover, Prepare, Explore, Realize, Deploy, Run",2026-02-15T00:00:00Z,https://help.sap.com/docs/activate
92035fbf-c12b-4860-8afd-db0ccf05a4f7,https://learning.sap.com/courses/sap-enable-now-for-organizations,Admin,Cross-Functional,SAP Enable Now for Organizations,BASIS,"Digital adoption: in-app help, guided tours, and learning content",2026-02-15T00:00:00Z,https://help.sap.com/docs/enable-now
22222222-2222-4222-a222-222222222222,https://learning.sap.com/abap-objects,Developer,Development,ABAP Objects Programming,ABAP,Learn object-oriented ABAP programming for S/4HANA applications,2026-02-01T00:00:00Z,https://help.sap.com/docs/abap
67890123-6789-4123-a789-012367890123,https://learning.sap.com/performance-tuning,Developer,Development,ABAP Performance Tuning,ABAP,Optimize ABAP code and database queries,2026-02-06T00:00:00Z,https://help.sap.com/docs/performance
56565656-5656-4656-a656-565656565656,https://learning.sap.com/alv-reporting,Developer,Development,ALV Reporting Techniques,ABAP,Advanced list viewer for interactive reports,2026-01-29T00:00:00Z,https://help.sap.com/docs/alv
67676767-6767-4767-a767-676767676767,https://learning.sap.com/badi-enhancement,Developer,Development,BAdI Enhancement Framework,ABAP,Business Add-Ins for clean core extensions,2026-01-29T00:00:00Z,https://help.sap.com/docs/badi
